route_no,total_demand,required_buses,bus_stops_covered
159,1478,36,"BROADWAY, CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  THIRUVERKADU,  SUNDARASOZHAPURAM,  PARUTHIPATTU RD. JN.,  GOVARDANAGIRI,  AVADI MOSQUE, AVADI"
15B,1469,36,"BROADWAY, CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM, C.M.B.T."
15BET,1483,37,"BROADWAY, CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM, MADURAVOYAL"
15BNS,1469,36,"BROADWAY, CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM, C.M.B.T."
15C,1479,36,"BROADWAY, CENTRAL,  EGMORE,  MATERNITY HOSPITAL,  D.P.I,  STERLING ROAD,  NUNGAMBAKKAM R.S,  HOTEL ARUN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM, ANNA NAGAR WEST"
164,1465,36,"MATHUR M.M.D.A., MADHAVARAM MILLK COLONY,  MADHAVARAM POST BOX,  MOOLAKADAI, PERAMBUR B.S"
17,981,24,"11, CENTRAL,  PERIYAR BRIDGE,  EGMORE,  T.B.INSTITUTE,  STERLING Rd/METEOROLOGY D,  UTHAMAR GANDHISALAI (CORP,  MAHALINGAPURAM,  TRUSTPURAM, VADAPALANI B.S"
171C,1456,36,"T.V.K.NAGAR, S.R.P. COLONY,  KOLATHUR/NEHRU RD JN,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET, GUINDY TVK ESTATE"
171CE,1451,36,"MANALI, MANALAI SEEKADU,  MADHAVARAM MILLK COLONY,  MADHAVARAM POST BOX,  MOOLAKADAI,  T.V.K.NAGAR,  S.R.P. COLONY,  KOLATHUR/NEHRU RD JN,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET, GUINDY TVK ESTATE"
17G,984,24,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  VIRUGAMBAKKAM,  ALWAR THIRUNAGAR,  ANGALAMMAN KOIL,  MOGALIVAKKAM RD. JN., MOGALIVAKKAM"
17K,1475,36,"BROADWAY, CENTRAL,  PERIYAR BRIDGE,  EGMORE,  MATERNITY HOSPITAL,  D.P.I,  UTHAMAR GANDHISALAI (CORP,  VETERINARY HOSPITAL,  TRUSTPURAM,  TRUSTPURAM,  VADAPALANI B.S, DASARATHAPURAM"
17M,984,24,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR, AYYAPPAN THANGAL"
17MCT,1477,36,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM, VADAPALANI B.S"
18D,1459,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  CONCORDE,  GUINDY RACE COURCE OFFICE,  SECRETARIAT COLONY,  ST THOMAS MOUNT,  VANUVAMBEDU,  MADIPAKKAM RD. JN., KILKATTALAI"
18E,1464,36,"HIGH COURT, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  ANGALAMMAN KOIL, RAMAPURAM (L.N.P KOIL)"
18F,1474,36,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SRINIVASA THEATER,  CORPORATION BOYS SCHOOL,  CORPORATION BOYS SCHOOL,  GUINDY TVK ESTATE,  CIPET,  JAFFARKHAN PET, K.K.NAGAR B.S."
18H,1477,36,"TAMBARAM, KANNADAPALAYAM,  PAZHANTHANDALAM ROAD JN.,  ETTAYAPURAM,  SOMANGALAM RD JN/N.V.R.D., NADUVEERAPATTU"
19K,1459,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  CONCORDE,  GUINDY RACE COURCE OFFICE,  SECRETARIAT COLONY,  ST THOMAS MOUNT,  VANUVAMBEDU,  MADIPAKKAM RD. JN., KILKATTALAI"
19P,481,12,"ADAYAR B.S., ADAYAR DEPOT,  LATTICE BRIDGE RD. JN.,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  KUMARAN NAGAR,  CHEMMAN CHERI,  NAVALUR,  THALAMBUR,  SIRUCHERI,  SONALUR / PUDUR,  PUDUPAKKAM,  VANDALOOR RD.JN,  SATHANKUPPAM, KELAMBAKKAM"
19V,1471,36,"VELACHERY, I.R.T. RD.JN.,  SRP TOOLS,  THIRUVANMIYUR,  KOTTIVAKKAM,  PALAVAKKAM,  NEELANKARAI,  VETTUVANKANNI,  VETTUVANKANNI,  CHOLA MANDAL,  INJAMBAKKAM,  PANAIYUR,  UTHANDI VILLAGE, KANATHUR"
21,1468,36,"BROADWAY, CENTRAL,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM, VILLIVAKKAM"
21M,1465,36,"BROADWAY, CENTRAL,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM,  NATHAMUNI TALKIES,  WEELS INDIA RD.JN.,  WEELS INDIA RD.JN.,  WATER PIPE THANTHANKUPPAM,  D.K.BROTHERS,  POOMBUHAR,  KOLATHUR, PEAVALLUR KUMARAN NAGAR"
21P,982,24,"9, DUNLOP,  I.C.F.COLONY,  MEL AYANAMBAKKAM,  AYANAMBAKKAM,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI, POONAMALLEE"
21,1465,36,"HIGH COURT, CENTRAL,  P.OR & SONS,  WESLEY H.S,  Y.M.I.A, MANDAVELI"
21C,1468,36,"CENTRAL, P.OR & SONS,  WESLEY H.S,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT,  ADAYAR DEPOT,  LATTICE BRIDGE,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  EASWARAN TEMPLE/PTC QRTS., KANNAGI NAGAR S.C.BOARD"
21K,1467,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR B.S.,  ENG.COLLEGE,  ENG.COLLEGE,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  DEFENCE COLONY, BHARATH ELECTRONICS"
22,1461,36,"AYANAVARAM B.S, VILLIVAKKAM,  KAMABAR ARANGAM,  SAYANI/AYNAVARAM,  KELLEYS,  DHARMAPRAKASH/PETROL BUNK,  EGMORE,  ANNA POORNA HOTEL/DAMS RD,  ANNA POORNA HOTEL/DAMS RD,  TRIPLICANE, ANNA SQUARE"
23A,1458,36,"PALAVAKKAM, KOTTIVAKKAM,  THIRUVANMIYUR,  ADAYAR DEPOT,  BESANTNAGAR W.TANK,  AVVAI HOME,  A.M.S.HOSPITAL,  DEVANATHAN ST / MANDAVELI,  DEVANATHAN ST / MANDAVELI,  LUZ,  C.I.T.COLONY,  U.S.I.S.,  STERLING ROAD,  MATERNITY HOSPITAL, EGMORE"
23C,972,24,"BESANT NAGAR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  S.H.B,  D.M.S,  D.M.S,  T.V.S,  ANNA ROAD P.O./DAMS ROAD,  EGMORE,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS, AYANAVARAM B.S"
27B,1458,36,"C.M.B.T., ARUMBAKKAM,  NADUVANKARAI,  AMINIJIKARAI,  TAYLORS ROAD,  TB HOSPITAL,  EGMORE,  PERIYAR BRIDGE,  PERIYAR BRIDGE,  TRIPLICANE O.T (CORPN. SC, ANNA SQUARE"
27BCT,1473,36,"M.M.D.A.COLONY, JN. OF R.GARDEN & PEVR H.,  AMINIJIKARAI,  TAYLORS ROAD,  T.B.INSTITUTE,  EGMORE,  PERIYAR BRIDGE,  TRIPLICANE, ANNA SQUARE"
27BNS,1461,36,"C.M.B.T., ARUMBAKKAM,  NADUVANKARAI,  AMINIJIKARAI,  TAYLORS ROAD,  T.B.INSTITUTE,  EGMORE,  CENTRAL,  CENTRAL,  P.OR & SONS, TRIPLICANE"
27C,1466,36,"T.NAGAR, BHARATHI NAGAR(PERIYAR PA,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  CHINMAYA NAGAR,  KOYMABEDU MARKET,  NERKUNDRAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI, THIRUVERKADU"
28B,1469,36,"ENNORE, ASHOK LAYLAND,  ERNAVOOR GATE,  THIRUVETRIYUR B.S,  THRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  THEAGARAYA COLLEGE,  THEAGARAYA COLLEGE,  V. NAGAR,  REGAL,  CENTRAL,  PERIYAR BRIDGE, EGMORE NORTH R.S."
28C,1469,36,"TOLLGATE, TONDAIAYRPET,  THEAGARAYA COLLEGE,  V. NAGAR,  REGAL,  CENTRAL/MOORE MARKET,  P.OR & SONS,  Q.M.ARTS COLLEGE, Q.M.ARTS COLLEGE"
28D,1452,36,"THIRUVETRIYUR B.S, THIRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  THEAGARAYA COLLEGE,  V. NAGAR,  REGAL,  CENTRAL,  CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  POWER HOUSE, T.NAGAR"
29A,976,24,"9, JAMALAYA,  DASAMAHAN,  DOVETON,  DHARMAPRAKASH/PETROL BUNK,  EGMORE,  ANNA POORNA HOTEL/DAMS RD,  TRIPLICANE, ANNA SQUARE"
29CET,1472,36,"PERAMBUR R.S, JAMALAYA,  SHIVASHANMUGAPURAM,  LADY MCTM SCHOOL/MILLERS,  K.M.C,  STERLING Rd/METEOROLOGY D,  U.S.I.S.,  Y.M.I.A,  Y.M.I.A,  DEVANATHAN ST / MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR B.S.,  ADAYAR DEPOT, THIRUVANMIYUR"
29DET,1,1,"ZM71, , 5A"
29E,1474,36,"PERAMBUR R.S, JAMALAYA,  DASAMAHAN,  DOVETON,  KELLEYS,  KILPAUK GARDEN,  AMINIJIKARAI,  NADUVANKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI, THIRUVERKADU"
29ET,1462,36,"VINAYAGAPURAM, KOLATHUR,  S.R.P. COLONY,  VEENUS,  JAMALAYA,  DASAMAHAN,  DOVETON,  DHARMAPRAKASH/PETROL BUNK,  DHARMAPRAKASH/PETROL BUNK,  EGMORE,  ANNA ROAD P.O./DAMS ROAD,  WESLEY H.S,  Y.M.I.A, MANDAVELI"
33,495,12,"BROADWAY, UNIVERCITY CLUB,  V. NAGAR,  VYASARPADI, MAHAKAVI BHARATHI NAGAR"
37D,974,24,"V. NAGAR, REGAL,  CHOOLAI P.O,  LADY MCTM SCHOOL/MILLERS,  K.M.C,  STERLING RD./METROLOG. DE,  CORPORATION SCHOOL/OFFICE,  VETERINARY HOSPITAL,  VETERINARY HOSPITAL,  TRUSTPURAM,  PUDUR HIGH SCHOOL,  Jn.OF P.T.R Rd/KAMARAJ Rd,  MUTHUMARIAMMAN KOIL, KALAIGNAR NAGAR"
37E,978,24,"KAVIARASU KANNADASAN NAGA, SIDCO,  SARMA NAGAR,  VYASARPADI,  P1.POLICE STATION,  DOVETON,  EGMORE,  MATERNITY HOSPITAL,  D.P.I,  UTHAMAR GANDHISALAI (CORP,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR, AYYAPPAN THANGAL"
41ET,1467,36,"ANNA SQUARE, TRIPLICANE,  ANNA POORNA HOTEL/DAMS RD,  EGMORE,  DASAPRAKASH,  TAYLORS ROAD,  KILPAUK GARDEN,  ICF ANNEXE,  NATHAMUNI TALKIES,  LUCAS TVS,  AMBATHUR ESTATE,  DUNLOP,  AMB OT,  VENGATAPURAM, MENAMBEDU"
41F,974,24,"KOYMABEDU MARKET, KOYAMBEDU P.S,  ARUMBAKKAM,  NADUVANKARAI,  HOTEL ARUN,  NUNGAMBAKKAM R.S,  VALLUVARKOTTAM,  D.M.S,  F.C.I OLD,  LUZ, MANDAVELI"
41G,1466,36,"ORAGADAM, ORAGADAM O.T.,  AMB OT,  DUNLOP,  AMBATHUR ESTATE,  MOGAIPAIR ROAD JN.,  THIRUMANGALAM,  ANNA NAGAR CIRCLE,  AMINIJIKARAI,  TAYLORS ROAD,  STERLING RD./METROLOG. DE,  U.S.I.S.,  Y.M.I.A,  DEVANATHAN ST / MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT, THIRUVANMIYUR"
42,1471,36,"BROADWAY, CENTRAL,  CHOOLAI MILL,  P1.POLICE STATION,  GANESH PURAM,  PERAMBUR R.S,  VEENUS,  S.R.P. COLONY,  KOLATHUR/NEHRU RD JN,  VINAYAGAPURAM, PERIYAR NAGAR"
44C,1469,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  AMBEDKAR NAGAR,  KORUKKUPET, I.O.C"
44D,1469,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  SATHIYAMOORTHY NAGAR,  SLUM CLEARANCE BOARD,  CORONATION NAGAR, I.O.C"
44L,1469,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  AMBEDKAR NAGAR,  KORUKKUPET,  EZHIL NAGAR, I.O.C"
45B,967,24,"ANNA SQUARE, TRIPLICANE O.T (CORPN. SC,  V.HOUSE P.S,  Y.M.I.A,  LUZ,  F.C.I OLD,  S.H.B,  SAIDAPET,  CONCORDE, GUINDY TVK ESTATE"
46GNS,1461,36,"M.K.B.NAGAR EAST, VYASARPADI,  PERAMBUR R.S,  JAMALAYA,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM,  ANNA NAGAR,  NADUVANKARAI,  ARUMBAKKAM, C.M.B.T."
46NS,1,1,"ZM71, , 5A"
47,969,24,"ADAYAR B.S., ENG.COLLEGE,  CONCORDE,  SAIDAPET,  T.NAGAR,  PONDY BAZAAR,  VIDYODAYA,  STERLING RD./METROLOG. DE,  NUNGAMBAKKAM R.S,  HOTEL ARUN,  ANNA NAGAR,  I.C.F, VILLIVAKKAM"
47A,966,24,"BESANT NAGAR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  T.NAGAR,  PONDY BAZAAR,  VIDYODAYA,  STERLING ROAD,  TAYLORS ROAD,  KILPAUK GARDEN, I.C.F"
48C,1459,36,"V. NAGAR, P.OR & SONS,  DASAMAHAN,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM,  NATHAMUNI TALKIES,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL, C.M.B.T."
49ET,1468,36,"THIRUVERKADU, VELAPPANCHAVADI,  KUMUNANCHAVADI,  AYYAPPAN THANGAL,  PORUR,  MOGALIVAKKAM RD. JN.,  RAMAPURAM,  BUTT ROAD,  GUINDY R.S,  CONCORDE,  ENG.COLLEGE,  ADAYAR B.S.,  ADAYAR DEPOT, THIRUVANMIYUR"
49R,1473,36,"T.NAGAR, SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  ANGALAMMAN KOIL,  ALWAR THIRUNAGAR,  VALASARAVAKKAM,  ALAPAKKAM,  JN.OF ALAPAKKAM & E.V.R.,  VAANAGARAM,  VELAPPANCHAVADI, THIRUVERKADU"
51,1477,36,"BROADWAY, CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI, THIRUVERKADU"
51G,1471,36,"TAMBARAM, CONVENT,  MAHALAKSHMI NAGAR,  SRINIVASA NAGAR,  MADAMBAKKAM KOIL,  NOOTHANCHERI CROSS RD., VENGAIVASAL P.H.CENTRE"
51H,1482,37,"SAIDAPET, CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VELACHERY VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  JN.OF.VLY-TBM RD&MVKM-K.K,  S.I.V.E.T,  MAHALAKSHMI NAGAR,  CONVENT, TAMBARAM EAST"
51K,1471,36,"TAMBARAM EAST, CONVENT,  CAMP ROAD,  BALAJI NAGAR (BHARATH ENG,  MADAMBAKKAM KOIL,  NOOTHANCHERI,  JN.OF MAMBAKKAM & O.BAKKA,  CHITLAPAKKAM,  ARASANKAZHANI,  OTTIAMBAKKAM,  KARANAI,  THALAMBUR, NAVALUR"
51L,1465,36,"C.M.B.T., M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  GUINDY R.S,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  Q.M ARTS (MEN),  S.I.V.E.T,  MAHALAKSHMI NAGAR,  CONVENT, TAMBARAM EAST"
52,1467,36,"BROADWAY, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  PAMMAL, POZHICHALUR"
52B,1478,36,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  PAMMAL,  KUMARAN KUNDRAM, HASTHINAPURAM"
52C,1474,36,"T.NAGAR, SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  KUMARAN KUNDRAM, HASTHINAPURAM"
52D,1465,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  VARADHARAJA THEATER, CHITLAPAKKAM B.S"
52S,971,24,"NEMILICHERI, ZAMEEN PALLAVARAM (RADHA,  NEHRU NAGAR,  CHROMPET,  PALLAVARAM,  PAMMAL, POZHICHALUR"
52T,1,1,"ZM71, , 5A"
53,1474,36,"BROADWAY, CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI, POONAMALLEE"
53E,1471,36,"BROADWAY, CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI, MANGADU"
54C,1461,36,"POONAMALLEE, PARIVAKKAM,  KOLAPPANCHERY,  CHITTUKADU,  ANNAMBEDU,  THANDARAI, PATTABIRAM"
54E,1461,36,"T.NAGAR, SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM, MEPPUR"
54G,1462,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM,  THIRUMALISAI,  VELLAVEDU, KUTHAMBAKKAM"
54K,1459,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM / MARI AMMN,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM,  THIRUMALISAI,  VELLAVEDU,  ANDERSONPET, NEMAM"
55B,1441,36,"GUDUVANCHERY, PALAKKA COMPANY,  OORAPAKKAM SCHOOL,  VANDALOOR ZOO,  VANDALOOR,  PERUNGULATHUR,  IRUMBULIYUR,  TAMBARAM,  KANNADAPALAYAM,  PAZAVANTHANGAL ROAD JN.,  DURGAS,  PAZAVANTHANGAL ROAD JN., PAZHANTHANDALAM"
55C,1471,36,"TAMBARAM, IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  CRESCENT RESIDENTIAL H.S.,  KOLAPAKKAM COLONY,  KOLAPAKKAM RICE MILL,  VENGAMBAKKAM RD JN.,  KANDIGAI,  MELKOTTIYUR,  MAMBAKKAM RDJN./VENKATAMA,  ERIKARAI, SONALUR / PUDUR"
55D,1468,36,"TAMBARAM, IRUMBULIYUR,  PERUNGULATHUR,  SADANANDAPURAM,  ALAPAKKAM,  NEDUGUNDRAM,  KOLAPAKKAM,  VENGAMBAKKAM RD JN.,  KANDIGAI,  MALROSAPURAM, KEERAPAKKAM"
55G,1472,36,"TAMBARAM, IRUMBULIYUR,  PERUNGULATHUR,  SADANANDAPURAM,  ALAPAKKAM,  NEDUGUNDRAM,  KOLAPAKKAM,  VENGAMBAKKAM RD JN., VENGAMBAKKAM VILLAGE"
56DET,1469,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  ROYAPURAM P.S,  TONDAIAYRPET,  THANGAL,  ELLAIAMMAN KOIL,  T.V.T RLY GATE,  MANALI RD JN.,  MANALAI SEEKADU, MATHUR RD. JN.,"
56E,1452,36,"TOLLGATE, THANGAL,  THIRUVOTRIYUR TEMPLE,  THIRUVETRIYUR B.S,  ERNAVOOR GATE,  SATHIYAMOORTHY NAGAR,  JN., OF PONNERI RD, &ERANOO,  ANDAKUPPAM,  ECHANKUZHI,  NAPALAYAM,  KONDAKKARAI,  PATTAMANDIRI,  MINJUR B.D.O, MINJUR NEW TERMINUS"
56ET,1474,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  THEAGARAYA COLLEGE,  TONDAIAYRPET,  THANGAL,  THIRUVOTRIYUR TEMPLE,  THIRUVETRIYUR B.S,  ERNAVOOR GATE,  ASHOK LAYLAND, ENNORE"
56F,984,24,"BROADWAY, UNIVESITY CLUB/ MINERVA,  V. NAGAR,  THEAGARAYA COLLEGE,  TONDAIAYRPET,  THANGAL,  THIRUVOTRIYUR TEMPLE,  THIRUVETRIYUR B.S,  ERNAVOOR GATE, ERNAVOOR"
56W,971,24,"MADAHVARAM VILLAGE, MADHAVARAM POST BOX,  MADHAVARAM MILLK COLONY,  MANALAI SEEKADU,  MANALI RD JN.,  JN., OF PONNERI RD, &ERANOO,  SATHIYAMOORTHY NAGAR,  ERNAVOOR GATE,  THIRUVETRIYUR B.S,  THIRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  THEAGARAYA COLLEGE, V. NAGAR"
57,1,1,"ZM71, , 5A"
57A,1459,36,"V. NAGAR, VYASARPADI,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS,  PADIYANALLUR,  SIRUNIAM RD.JN., ANGADU"
57B,1454,36,"V. NAGAR, VYASARPADI,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS,  PAMMADUKULAM COLONY,  KARIMEDU,  PAMMADU KULAM RD.JN.,  IRANKUPPAM,  PAMMADUKULAM,  POTHUR, UPPARA PALAYAM"
57M,1484,37,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  VYASARPADI,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS,  PAMMADU KULAM RD.JN.,  JN.OF RACE COURSE RD,  ALAMADHI OLD,  DRY CATTLLE FORM, ALAMADHI"
58A,1474,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  VYASARPADI,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM POST BOX,  MADHAVARAM,  MATHUR RD. JN., ,  VADAPERUMBAKKAM,  GRAND LINE, RED HILLS"
58ACT,1458,36,"RED HILLS, PADIYANALLUR,  SEMILIVARAM,  SHOLAVARAM,  SOZHIPALAYAM,  ORAKKADU,  BUDUR,  ARUMANDAI RD.JN.,  PUDUKUPPAM, GNAYARU"
58G,1467,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  VYASARPADI,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS,  PADIYANALLUR,  SEMILIVARAM,  SHOLAVARAM P.S.,  KARANODAI SCHOOL,  SOTHUPERMEDU,  NERKUNDRAM,  PUDUKUPPAM,  KANNADAPALAYAM, GNAYARU"
61B,1471,36,"BROADWAY, CENTRAL,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM,  NATHAMUNI TALKIES,  LUCAS TVS,  AMBATHUR ESTATE,  DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC,  AVADI CIRCLE,  KOILPATHAGAI RD.JN.,  H.V.F.MAIN GATE,  AAFS CROSS ROAD,  VENGAL CROSS ROAD,  VEERAPURAM,  ARAKKAMBAKKAM RD.JN., ARAKKAMBAKKAM"
61BCT,1,1,"ZM71, , 5A"
